major;matched_majorId
psychological counseling ed.m.;4
statistics & machine learning (joint program);37
forensic anthroplogy;39
joint program statistics and machine learning;37
biomolecular engineering and bioinformatics;90
industrual engineering;77
computer science, m.eng.;8
hispanic languages & literatures (linguistics);73
clinical psychology: family emphasis;3
applied linguistics + tesol;54
aerospace and engineering mechanics;18
psy.d. in combined school & clinical psychology;58
spanish ma;73
comparative business economics;1
chemical engineering ms;36
linguistics (applied linguistics);54
phd electrical and computer engineering;51
material science engineering (mse);69
greek, latin & classical studies;91
theology / cja;55
greek, latin, & classical studies (classics);91
social / personality psychology;5
meng in computer science;8
clinical and health psychology (neuropsychology);3
theology or ethics;55
marketing-research master;30
developmental psychology, research;2
speech pathology (ms);9
agricultural and resource economics, arec;59
agricultural and resource economics, are;59
english with film focus;10
psy.d. in clinical psychology and school counseling;58
urban planning / urbanisme;33
agriculture and resource economics (arec);59
landscape architecture ( mla );33
bbs- microbiology;85
bbsp-microbiology;85
basic and biomedical sciences - microbiology;85
visual art- painting;29
anthropology (bioanth);39
accounting,phd;43
ma english- creative writing;63
mining and materials engineering;69
the institute for computational engineering and sciences (ices);8
civil engineering ais;47
clinical and health psychology (neuro track);3
speech-language pathology (slp), communication disorders;9
english - creative writing (nonfiction);60
history and womens studies;19
phd english;10
religion (comparative theology and philosophy);55
electrical engineering,;40
romance studies, spanish;73
electrical & computerengineering;51
step (masters- english);10
msj journalism;64
education psychology other.;86
construction economics and management;1
erasmus mundus mapp (masters in public policy);66
clinical psychology - adult;3
philosophical studies mphil stud;13
visual arts, painting;29
clinical psychology ph.d;3
public health nutritional epidemiology;28
mechanical engineering(design track);17
philosophy of mind and cognitive science;13
history (ma);19
pharmacology and experimental neuroscience;42
integrative biology (zoology);85
psychology (social and affective neuro);5
clinical psychoogy;3
mathematical sciences- atmospheric science concentration;20
linguisticsa;54
communication (pr);89
physics (geophysics);44
architectural engineering (construction);33
arizona biomedical and biological sciences;85
biochemistry, molecular, and structural biology;85
ot/theology;55
history: museum studies;19
joint computational biology program;85
statistics and applied statistics;37
aim (applied and interdisciplinary mathematics);22
civil engineering (geomechanics);47
urban planning uep;33
master of civil engineering (structural);47
speech-language pathology (re-entry);9
linguistics (clps);54
creative writing [fiction];35
linguistics/clps;54
masters in architecture (first professional);33
public policy and management, masters (f15);66
anthropology and environmental policy;39
astronomy/physics;31
german and icls;75
military psychology;2
robotics computer science;8
computer science (robotics institute);8
civil & environmental engineering, environmental engineering & science (ees);47
architecture - m.arch ii;33
classical studies (ipgrh);91
biomedical sciences (neuroscience);42
the school of government and public policy;66
architecture m.arch ii/mfa media arts;33
industrial engineering (non-thesis);77
mfa creative writing, fiction;35
eeob (evolution, ecology & organismal biology);85
speech language patholofy;9
social work ,msw;16
sociology-demography;15
public administration, fels;76
cognitive psychology (ccn);2
law and public policy;66
gspia mpa;76
english and women studies;10
counselling psychology internship stream;4
biomedical engineering, masters;41
fiction - creative writing;35
physiology & neurobiology;85
architecture +3;33
architecture first-professional (+3);33
architecture first-professional;33
msc economics and social sciences;1
mcc-media culture and communications;89
psychology, clinical;3
art history - curatorial;27
theological and religion studies;55
combined clinical, counseling and school psychology;58
eecs (power electronics group);51
archaeology and the ancient world (art history);27
spanish (latin american and iberian cultures);73
architecture ||;33
comparative literature (mlcs);84
french romance languages, literature;72
palaeobiology;85
ecology, evolution and environmental biology (e3b);85
clinical psychology psy. d.;3
history (public history);19
evolution, ecology and organismal biology;85
public policy-dc track;66
mmg (microbiology and molecular genetics);85
dbbs- molecular microbiology and microbial pathogenesis;85
sociology aqr;15
hispanic literary and cultural studies;73
public policy and management msppm;66
sculpture / 3 dimensional studies;50
mfa visual art painting;29
history museum studies ma;19
computer science, hcii;8
practical theology - church and society;55
tesl/applied linguistics;54
anthropology-social;39
aero/astro (phd);70
civil env eng (cee);47
economics,master of economics;1
school of public policy;66
economics, mphil in economic research;1
speech languagr pathology;9
economics, mphil economic research;1
drph epidemiology;28
